issue_key,issue_type,priority,status,component,project,reporter,assignee,story_points,resolution_hours,comments_count,watchers,reopened,sprint,label
PROJ-D-1933,Story,Medium,Duplicate,Testing,PROJ-A,user_24,dev_11,2.0,258.3,0,2,0,Sprint 9,performance
PROJ-C-1934,Bug,Medium,Done,Database,PROJ-D,user_15,dev_7,,36.0,3,1,0,,frontend
PROJ-D-1935,Bug,High,Done,Mobile,PROJ-B,user_8,dev_9,,10.9,7,5,1,,regression
PROJ-D-1936,Bug,Low,Closed,Mobile,PROJ-B,user_19,dev_8,,308.5,1,2,0,,performance
PROJ-D-1937,Epic,Medium,Resolved,Infra,PROJ-A,user_24,dev_3,3.0,80.8,4,4,0,,security
PROJ-B-1938,Bug,Low,Done,Auth,PROJ-C,user_16,dev_1,,166.8,1,1,0,,performance
PROJ-A-1939,Story,Critical,Won't Fix,Frontend,PROJ-B,user_6,dev_2,13.0,0.5,5,3,0,Sprint 14,flaky-test
PROJ-D-1940,Bug,High,Won't Fix,Testing,PROJ-A,user_6,dev_14,,28.5,8,1,0,,security
PROJ-C-1941,Story,Medium,Closed,Auth,PROJ-D,user_22,dev_13,8.0,325.4,1,4,1,Sprint 23,ux
PROJ-D-1942,Task,High,Done,Backend,PROJ-D,user_3,dev_2,,2.3,3,3,0,Sprint 9,flaky-test
PROJ-B-1943,Improvement,Medium,Resolved,Backend,PROJ-A,user_10,dev_4,,42.4,4,2,0,,security
PROJ-B-1944,Bug,Medium,Done,Backend,PROJ-C,user_1,,,58.6,0,2,0,,regression
PROJ-C-1945,Bug,High,Closed,Infra,PROJ-A,user_14,dev_4,,46.1,5,2,0,,
PROJ-D-1946,Bug,Medium,Done,Mobile,PROJ-A,user_4,dev_9,,13.7,6,1,0,,regression
PROJ-D-1947,Improvement,Medium,Closed,API,PROJ-B,user_12,,,5.3,2,2,0,,ux
PROJ-C-1948,Improvement,Medium,Done,Testing,PROJ-A,user_6,dev_6,,66.6,2,1,0,,backend
PROJ-A-1949,Story,Low,Resolved,Mobile,PROJ-A,user_11,dev_6,21.0,222.8,1,1,0,Sprint 15,tech-debt
PROJ-B-1950,Story,Low,Resolved,API,PROJ-D,user_12,dev_10,21.0,360.3,0,1,0,Sprint 21,ux
PROJ-A-1951,Task,Medium,Duplicate,API,PROJ-B,user_10,dev_11,,159.9,3,2,0,Sprint 4,ux
PROJ-A-1952,Bug,Medium,Done,Mobile,PROJ-D,user_18,dev_10,,0.5,3,4,0,,performance
PROJ-D-1953,Epic,Medium,Done,Testing,PROJ-D,user_7,dev_1,21.0,366.6,6,2,1,,
PROJ-C-1954,Story,Low,Done,Infra,PROJ-C,user_7,dev_8,2.0,173.7,0,2,0,Sprint 3,frontend
PROJ-B-1955,Story,Medium,Done,Auth,PROJ-C,user_11,dev_12,13.0,88.5,3,3,0,Sprint 22,backend
PROJ-A-1956,Story,Medium,Done,API,PROJ-B,user_4,dev_3,3.0,120.3,3,6,0,Sprint 10,
PROJ-A-1957,Bug,Low,Closed,Frontend,PROJ-B,user_20,dev_13,,299.0,1,1,0,,ux
PROJ-D-1958,Bug,High,Closed,Mobile,PROJ-C,user_1,dev_6,,39.3,3,1,0,,
PROJ-D-1959,Task,Low,Done,Mobile,PROJ-C,user_13,dev_3,,71.7,0,1,0,Sprint 4,security
PROJ-D-1960,Bug,High,Done,Backend,PROJ-C,user_18,dev_11,,35.6,4,3,0,,flaky-test
PROJ-C-1961,Story,Medium,Closed,Auth,PROJ-C,user_9,dev_2,5.0,27.0,3,3,0,Sprint 18,security
PROJ-B-1962,Bug,Medium,Done,Backend,PROJ-C,user_24,dev_5,,1.6,4,2,0,,
PROJ-B-1963,Story,Low,Won't Fix,Mobile,PROJ-D,user_24,dev_14,2.0,61.7,0,1,0,Sprint 11,frontend
PROJ-D-1964,Bug,Low,Done,Mobile,PROJ-B,user_9,dev_1,,83.5,1,1,0,,
PROJ-A-1965,Bug,Medium,Done,API,PROJ-D,user_23,dev_9,,27.4,0,3,0,,tech-debt
PROJ-D-1966,Task,Medium,Done,Auth,PROJ-D,user_9,dev_11,,1.9,1,1,0,Sprint 19,security
PROJ-D-1967,Bug,Medium,Done,Database,PROJ-A,user_10,dev_7,,74.8,3,2,0,,tech-debt
PROJ-C-1968,Story,Low,Won't Fix,Frontend,PROJ-D,user_2,dev_3,2.0,10.7,1,1,0,Sprint 19,
PROJ-D-1969,Story,Medium,Done,Testing,PROJ-C,user_6,dev_4,21.0,14.4,1,5,0,Sprint 18,frontend
PROJ-B-1970,Task,Medium,Resolved,API,PROJ-C,user_15,dev_13,,10.5,0,2,0,Sprint 13,security
PROJ-D-1971,Epic,High,Done,Mobile,PROJ-A,user_3,dev_6,5.0,186.2,3,6,0,,
PROJ-B-1972,Task,Low,Closed,Testing,PROJ-A,user_11,dev_3,,136.5,0,3,0,Sprint 4,regression
PROJ-A-1973,Bug,Medium,Won't Fix,API,PROJ-A,user_6,dev_12,,90.1,3,3,0,,flaky-test
PROJ-B-1974,Bug,Medium,Resolved,Frontend,PROJ-A,user_3,dev_7,,12.9,3,4,1,,ux
PROJ-B-1975,Bug,Critical,Done,Mobile,PROJ-A,user_24,dev_13,,8.5,9,8,0,,
PROJ-D-1976,Story,Low,Resolved,Frontend,PROJ-D,user_11,dev_6,21.0,129.0,3,2,0,Sprint 3,
PROJ-B-1977,Bug,Critical,Done,Testing,PROJ-A,user_15,dev_9,,19.1,15,4,1,,flaky-test
PROJ-B-1978,Story,Medium,Done,Database,PROJ-D,user_13,dev_12,2.0,25.5,2,1,0,Sprint 16,
PROJ-A-1979,Story,Low,Resolved,API,PROJ-B,user_20,dev_5,3.0,89.9,1,1,0,Sprint 14,security
PROJ-B-1980,Bug,Medium,Duplicate,Infra,PROJ-A,user_10,dev_4,,41.0,1,1,0,,tech-debt
PROJ-B-1981,Task,High,Done,API,PROJ-A,user_6,dev_3,,7.7,2,5,0,Sprint 10,performance
PROJ-D-1982,Bug,Medium,Resolved,Backend,PROJ-D,user_15,dev_10,,97.0,3,3,0,,performance
PROJ-C-1983,Bug,Low,Done,Auth,PROJ-B,user_18,dev_1,,66.9,1,3,0,,ux
PROJ-D-1984,Task,Medium,Done,Auth,PROJ-D,user_18,dev_3,,176.4,3,1,0,Sprint 6,regression
PROJ-A-1985,Story,Low,Won't Fix,Backend,PROJ-D,user_7,dev_3,21.0,401.9,0,1,0,Sprint 8,performance
PROJ-D-1986,Task,Critical,Closed,Mobile,PROJ-A,user_15,dev_7,,30.7,8,7,0,Sprint 24,
PROJ-B-1987,Story,Medium,Done,Auth,PROJ-C,user_18,dev_7,21.0,43.5,1,2,0,Sprint 16,frontend
PROJ-C-1988,Bug,Medium,Closed,Frontend,PROJ-C,user_18,dev_13,,40.0,3,2,0,,ux
PROJ-D-1989,Improvement,Low,Resolved,Testing,PROJ-D,user_20,dev_12,,142.1,3,2,0,,
PROJ-D-1990,Task,High,Closed,Testing,PROJ-A,user_9,dev_1,,31.1,6,2,0,Sprint 10,regression
PROJ-A-1991,Task,Low,Done,Auth,PROJ-B,user_24,dev_3,,8.2,2,1,0,Sprint 22,performance
PROJ-B-1992,Bug,Medium,Done,Auth,PROJ-C,user_2,dev_13,,22.4,2,3,0,,flaky-test
PROJ-D-1993,Story,Medium,Won't Fix,Backend,PROJ-B,user_8,dev_8,21.0,90.9,5,2,0,Sprint 21,performance
PROJ-D-1994,Bug,High,Resolved,Mobile,PROJ-C,user_20,dev_9,,12.3,6,3,0,,frontend
PROJ-C-1995,Bug,Low,Resolved,Database,PROJ-A,user_2,dev_7,,23.9,2,1,0,,
PROJ-A-1996,Epic,High,Resolved,Auth,PROJ-D,user_11,dev_7,2.0,2.4,4,3,0,,security
PROJ-B-1997,Bug,High,Done,Infra,PROJ-B,user_7,dev_12,,5.3,4,3,1,,performance
PROJ-D-1998,Epic,High,Closed,Auth,PROJ-B,user_6,dev_11,3.0,12.1,2,1,0,,flaky-test
PROJ-C-1999,Story,Low,Done,Database,PROJ-D,user_10,dev_8,5.0,289.1,0,3,0,Sprint 7,tech-debt
PROJ-D-2000,Bug,Medium,Done,Backend,PROJ-B,user_5,dev_6,,17.7,1,3,0,,performance
PROJ-D-2001,Story,Low,Done,Database,PROJ-C,user_11,dev_11,1.0,249.6,0,3,0,Sprint 19,regression
PROJ-A-2002,Improvement,High,Resolved,Backend,PROJ-D,user_1,dev_3,,3.7,6,5,0,,backend
PROJ-C-2003,Task,Medium,Done,Frontend,PROJ-C,user_2,dev_1,,10.8,2,2,0,Sprint 18,ux
PROJ-C-2004,Task,Medium,Done,Backend,PROJ-C,user_24,dev_7,,51.0,3,3,0,Sprint 13,frontend
PROJ-B-2005,Task,Low,Done,Frontend,PROJ-A,user_1,dev_1,,57.1,2,1,0,Sprint 8,backend
PROJ-D-2006,Task,Low,Done,Frontend,PROJ-C,user_19,dev_1,,56.5,0,1,0,Sprint 14,flaky-test
PROJ-C-2007,Improvement,Critical,Done,Backend,PROJ-A,user_2,dev_9,,12.0,4,8,0,,
PROJ-D-2008,Bug,Medium,Resolved,Infra,PROJ-B,user_21,dev_13,,9.2,2,3,1,,security
PROJ-D-2009,Story,Critical,Done,API,PROJ-B,user_20,dev_10,5.0,3.9,12,8,0,Sprint 9,ux
PROJ-B-2010,Bug,Medium,Done,Backend,PROJ-A,user_23,dev_7,,2.3,6,1,0,,frontend
PROJ-B-2011,Sub-task,High,Resolved,Auth,PROJ-C,user_21,dev_13,3.0,14.9,6,2,0,Sprint 12,tech-debt
PROJ-C-2012,Epic,High,Closed,Infra,PROJ-D,user_24,dev_11,8.0,65.9,4,4,0,,
PROJ-D-2013,Bug,Medium,Resolved,Infra,PROJ-D,user_4,dev_13,,16.8,3,3,0,,
PROJ-C-2014,Task,Medium,Done,Auth,PROJ-A,user_12,dev_4,,82.8,2,2,0,Sprint 6,performance
PROJ-D-2015,Epic,Medium,Resolved,API,PROJ-B,user_22,dev_6,21.0,278.3,0,1,0,,flaky-test
PROJ-C-2016,Bug,Medium,Done,Infra,PROJ-B,user_20,dev_1,,130.0,3,1,0,,
PROJ-C-2017,Story,Medium,Closed,Frontend,PROJ-D,user_18,dev_7,5.0,154.4,3,4,0,Sprint 20,backend
PROJ-D-2018,Epic,Critical,Done,Testing,PROJ-A,user_1,dev_12,8.0,83.3,4,5,0,,
PROJ-A-2019,Bug,Low,Done,API,PROJ-D,user_1,,,17.9,1,1,1,,backend
PROJ-B-2020,Task,High,Resolved,Mobile,PROJ-C,user_24,dev_4,,19.7,5,2,0,Sprint 22,flaky-test
PROJ-D-2021,Bug,Medium,Done,Auth,PROJ-C,user_14,dev_7,,28.1,1,4,0,,backend
PROJ-C-2022,Epic,Medium,Done,API,PROJ-A,user_4,dev_3,8.0,37.7,4,3,0,,
PROJ-A-2023,Sub-task,Medium,Closed,Backend,PROJ-A,user_5,dev_1,3.0,4.4,2,2,0,Sprint 23,
PROJ-C-2024,Epic,Critical,Closed,Testing,PROJ-C,user_11,dev_4,3.0,15.4,8,8,0,,tech-debt
PROJ-A-2025,Story,Medium,Closed,API,PROJ-B,user_24,dev_3,21.0,137.6,1,3,0,Sprint 12,tech-debt
PROJ-D-2026,Improvement,Low,Closed,Frontend,PROJ-A,user_23,dev_1,,135.8,1,1,0,,security
PROJ-B-2027,Improvement,Medium,Closed,Testing,PROJ-C,user_13,dev_2,,51.8,3,1,0,,security
PROJ-C-2028,Bug,Medium,Done,Backend,PROJ-C,user_16,dev_11,,42.6,5,4,0,,ux
PROJ-A-2029,Improvement,Medium,Won't Fix,Database,PROJ-B,user_24,dev_5,,62.8,6,1,0,,
PROJ-A-2030,Bug,High,Closed,Auth,PROJ-B,user_13,dev_8,,5.0,7,1,1,,performance
PROJ-B-2031,Story,Medium,Closed,Testing,PROJ-B,user_24,dev_1,1.0,5.3,2,2,0,Sprint 24,security
PROJ-C-2032,Bug,Medium,Done,Auth,PROJ-B,user_22,dev_4,,71.3,2,1,1,,
PROJ-D-2033,Bug,High,Won't Fix,API,PROJ-D,user_2,dev_14,,37.3,3,1,0,,ux
PROJ-D-2034,Bug,High,Done,Infra,PROJ-B,user_16,dev_4,,24.6,10,4,1,,flaky-test
PROJ-C-2035,Task,High,Closed,Backend,PROJ-D,user_6,dev_5,,51.7,8,5,0,Sprint 19,ux
PROJ-B-2036,Bug,Medium,Done,Database,PROJ-A,user_14,dev_7,,6.6,2,2,0,,
PROJ-B-2037,Task,Low,Closed,Backend,PROJ-C,user_1,dev_13,,66.9,1,1,0,Sprint 12,regression
PROJ-B-2038,Bug,Critical,Done,Auth,PROJ-D,user_17,dev_12,,2.0,6,8,0,,performance
PROJ-A-2039,Bug,Medium,Resolved,Backend,PROJ-A,user_11,dev_8,,23.5,5,2,0,,regression
PROJ-A-2040,Story,High,Done,Database,PROJ-A,user_19,dev_6,13.0,30.1,5,3,0,Sprint 22,regression
PROJ-B-2041,Task,Low,Done,Infra,PROJ-D,user_3,dev_1,,162.2,2,1,0,Sprint 22,
PROJ-C-2042,Bug,High,Resolved,API,PROJ-A,user_11,dev_7,,25.5,5,3,0,,backend
PROJ-D-2043,Story,Medium,Done,Frontend,PROJ-A,user_5,dev_3,2.0,11.8,4,4,0,Sprint 7,flaky-test
PROJ-A-2044,Improvement,Medium,Done,Backend,PROJ-D,user_17,dev_13,,36.3,6,1,0,,performance
PROJ-B-2045,Story,Medium,Done,Testing,PROJ-A,user_22,dev_13,5.0,148.0,3,1,0,Sprint 15,backend
PROJ-A-2046,Bug,Medium,Duplicate,Frontend,PROJ-B,user_7,dev_13,,56.7,1,1,0,,backend
PROJ-A-2047,Bug,Medium,Done,Auth,PROJ-B,user_10,dev_6,,31.0,2,3,1,,ux
PROJ-B-2048,Improvement,Medium,Done,API,PROJ-C,user_11,dev_8,,289.0,3,1,0,,
PROJ-C-2049,Bug,High,Closed,Mobile,PROJ-A,user_3,dev_7,,7.5,5,1,0,,
PROJ-D-2050,Improvement,High,Done,API,PROJ-C,user_20,dev_10,,55.9,2,3,0,,frontend
PROJ-C-2051,Story,Medium,Done,Backend,PROJ-B,user_10,dev_6,3.0,147.4,2,5,0,Sprint 16,frontend
PROJ-A-2052,Epic,High,Resolved,Testing,PROJ-B,user_10,dev_9,5.0,52.5,5,4,0,,security
PROJ-C-2053,Task,High,Done,Infra,PROJ-B,user_14,dev_9,,32.6,3,2,0,Sprint 4,
PROJ-C-2054,Sub-task,Medium,Resolved,API,PROJ-A,user_12,dev_1,2.0,10.2,6,3,0,Sprint 6,
PROJ-D-2055,Bug,Low,Closed,Backend,PROJ-A,user_15,dev_1,,20.8,1,2,0,,flaky-test
PROJ-B-2056,Task,Medium,Won't Fix,Backend,PROJ-B,user_10,dev_1,,26.7,4,2,0,Sprint 16,tech-debt
PROJ-B-2057,Story,Critical,Duplicate,Frontend,PROJ-C,user_10,dev_8,13.0,5.9,16,4,0,Sprint 15,
PROJ-B-2058,Story,Critical,Done,API,PROJ-C,user_19,dev_12,21.0,18.6,7,9,1,Sprint 2,
PROJ-C-2059,Story,Low,Closed,Backend,PROJ-D,user_1,dev_13,8.0,120.5,0,1,0,Sprint 24,flaky-test
PROJ-C-2060,Improvement,High,Resolved,Frontend,PROJ-B,user_24,dev_14,,35.1,4,7,0,,
PROJ-D-2061,Sub-task,High,Done,Testing,PROJ-C,user_10,dev_12,3.0,31.8,8,8,0,Sprint 3,flaky-test
PROJ-B-2062,Task,Medium,Done,Database,PROJ-B,user_2,dev_14,,109.3,7,1,0,Sprint 15,security
PROJ-D-2063,Story,Medium,Duplicate,Testing,PROJ-C,user_17,dev_10,2.0,30.1,2,1,0,Sprint 8,
PROJ-D-2064,Story,Medium,Done,Mobile,PROJ-D,user_24,dev_7,1.0,321.0,5,3,0,Sprint 12,
PROJ-C-2065,Task,High,Done,Frontend,PROJ-D,user_7,dev_3,,7.3,8,6,0,Sprint 22,performance
PROJ-B-2066,Bug,Critical,Resolved,Frontend,PROJ-B,user_7,dev_13,,0.5,6,2,0,,
PROJ-A-2067,Bug,Low,Closed,Backend,PROJ-C,user_20,dev_2,,31.7,0,1,0,,tech-debt
PROJ-A-2068,Bug,High,Done,Auth,PROJ-A,user_9,dev_4,,3.7,3,6,0,,backend
PROJ-C-2069,Bug,Medium,Done,Auth,PROJ-D,user_22,dev_3,,183.9,3,3,0,,frontend
PROJ-C-2070,Bug,Medium,Done,Infra,PROJ-B,user_2,dev_7,,24.3,1,1,0,,tech-debt
PROJ-C-2071,Bug,Medium,Won't Fix,Auth,PROJ-B,user_14,dev_10,,12.1,2,1,0,,tech-debt
PROJ-C-2072,Bug,High,Won't Fix,Frontend,PROJ-C,user_17,dev_8,,3.3,8,4,0,,regression
PROJ-A-2073,Bug,High,Done,Infra,PROJ-B,user_1,dev_6,,22.1,5,10,0,,tech-debt
PROJ-B-2074,Sub-task,Medium,Resolved,Testing,PROJ-D,user_9,dev_3,2.0,3.9,3,2,0,Sprint 2,tech-debt
PROJ-D-2075,Story,Low,Done,Backend,PROJ-B,user_20,dev_6,1.0,83.2,1,2,0,Sprint 15,frontend
PROJ-A-2076,Story,Low,Resolved,Testing,PROJ-B,user_21,dev_2,5.0,57.5,1,1,0,Sprint 8,performance
PROJ-B-2077,Task,High,Done,API,PROJ-A,user_19,dev_12,,44.7,6,7,0,Sprint 22,flaky-test
PROJ-C-2078,Bug,High,Closed,Mobile,PROJ-A,user_4,dev_7,,7.7,5,4,0,,performance
PROJ-D-2079,Epic,Low,Done,Mobile,PROJ-D,user_8,dev_14,2.0,119.9,3,1,0,,
PROJ-B-2080,Task,Medium,Done,Frontend,PROJ-C,user_13,dev_11,,29.4,4,2,0,Sprint 11,frontend
PROJ-B-2081,Bug,Low,Done,Frontend,PROJ-A,user_4,dev_10,,528.4,1,1,0,,regression
PROJ-D-2082,Story,High,Done,Infra,PROJ-C,user_9,dev_14,3.0,1.7,2,7,0,Sprint 17,frontend
PROJ-B-2083,Improvement,Medium,Duplicate,Backend,PROJ-D,user_9,dev_7,,38.7,4,2,0,,frontend
PROJ-B-2084,Epic,Medium,Duplicate,Database,PROJ-A,user_22,dev_4,5.0,330.5,2,2,0,,
PROJ-D-2085,Story,Medium,Resolved,Frontend,PROJ-C,user_18,dev_13,2.0,397.3,3,3,0,Sprint 22,frontend
PROJ-D-2086,Story,Medium,Done,Database,PROJ-A,user_12,dev_8,13.0,94.9,4,2,0,Sprint 21,security
PROJ-A-2087,Bug,Critical,Done,Testing,PROJ-D,user_10,dev_4,,2.9,5,6,0,,flaky-test
PROJ-C-2088,Sub-task,Medium,Done,Database,PROJ-D,user_11,dev_7,1.0,10.9,2,1,0,Sprint 22,regression
PROJ-C-2089,Bug,High,Done,Auth,PROJ-A,user_7,dev_4,,10.5,7,2,0,,ux
PROJ-B-2090,Epic,Medium,Done,Backend,PROJ-C,user_9,dev_13,2.0,249.9,4,2,0,,security
PROJ-C-2091,Task,Low,Closed,Mobile,PROJ-B,user_6,dev_12,,153.9,2,1,0,Sprint 1,frontend
PROJ-A-2092,Story,Medium,Done,Mobile,PROJ-B,user_19,dev_5,3.0,3.0,5,1,0,Sprint 20,
PROJ-B-2093,Story,Low,Resolved,Database,PROJ-A,user_16,dev_7,21.0,221.2,1,1,0,Sprint 23,tech-debt
PROJ-C-2094,Bug,High,Resolved,Mobile,PROJ-C,user_15,dev_13,,39.7,5,1,0,,frontend
PROJ-C-2095,Bug,Medium,Done,Testing,PROJ-B,user_7,dev_14,,78.5,4,1,0,,
PROJ-B-2096,Bug,Low,Closed,Backend,PROJ-D,user_16,dev_14,,69.3,1,1,0,,tech-debt
PROJ-D-2097,Bug,High,Done,Auth,PROJ-C,user_5,dev_13,,10.8,4,3,0,,
PROJ-A-2098,Task,Critical,Done,Backend,PROJ-B,user_16,dev_10,,5.1,9,2,0,Sprint 15,security
PROJ-B-2099,Bug,Medium,Done,Frontend,PROJ-C,user_1,dev_3,,54.0,3,2,0,,ux
PROJ-B-2100,Bug,High,Resolved,Database,PROJ-A,user_19,,,22.8,5,3,0,,
PROJ-C-2101,Sub-task,Medium,Done,Backend,PROJ-C,user_5,dev_5,3.0,62.0,4,2,0,Sprint 21,backend
PROJ-D-2102,Improvement,Low,Closed,Testing,PROJ-B,user_7,dev_11,,381.4,1,1,0,,frontend
PROJ-C-2103,Epic,Medium,Done,Mobile,PROJ-A,user_19,dev_14,1.0,109.2,1,2,0,,
PROJ-B-2104,Sub-task,High,Done,API,PROJ-C,user_22,dev_3,1.0,1.6,6,5,0,Sprint 22,tech-debt
PROJ-B-2105,Bug,Medium,Done,Backend,PROJ-D,user_5,,,104.5,2,2,0,,backend
PROJ-C-2106,Story,Medium,Closed,Database,PROJ-B,user_17,dev_14,2.0,86.3,5,2,0,Sprint 2,performance
PROJ-D-2107,Task,Critical,Closed,Auth,PROJ-A,user_22,dev_3,,7.5,5,2,1,Sprint 24,frontend
PROJ-B-2108,Task,Medium,Resolved,Mobile,PROJ-C,user_8,dev_11,,82.6,3,1,1,Sprint 10,
PROJ-A-2109,Bug,Medium,Done,Auth,PROJ-D,user_1,dev_10,,106.1,6,2,0,,ux
PROJ-D-2110,Improvement,Medium,Done,Database,PROJ-B,user_2,dev_11,,12.3,4,5,0,,security
PROJ-B-2111,Bug,High,Resolved,Mobile,PROJ-D,user_15,dev_7,,0.5,5,6,0,,security
PROJ-D-2112,Bug,Medium,Done,Frontend,PROJ-C,user_20,dev_13,,49.3,0,1,0,,security
PROJ-D-2113,Story,High,Done,Mobile,PROJ-C,user_18,dev_1,13.0,41.6,7,5,0,Sprint 20,
PROJ-A-2114,Story,High,Done,Frontend,PROJ-A,user_11,dev_9,13.0,65.5,4,3,0,Sprint 6,security
PROJ-B-2115,Story,Low,Resolved,Auth,PROJ-D,user_10,dev_9,1.0,436.0,1,2,0,Sprint 3,security
PROJ-D-2116,Bug,Medium,Closed,Auth,PROJ-A,user_24,dev_5,,4.3,1,1,0,,regression
PROJ-B-2117,Improvement,Critical,Done,Database,PROJ-B,user_24,dev_9,,17.3,9,7,0,,frontend
PROJ-B-2118,Bug,High,Closed,Frontend,PROJ-A,user_4,dev_10,,65.7,4,8,0,,security
PROJ-D-2119,Bug,High,Resolved,Auth,PROJ-B,user_5,dev_13,,82.4,7,2,0,,flaky-test
PROJ-C-2120,Improvement,High,Done,Frontend,PROJ-C,user_4,dev_6,,23.0,5,5,0,,flaky-test
PROJ-D-2121,Epic,High,Done,Auth,PROJ-C,user_13,dev_5,1.0,5.3,7,6,1,,backend
PROJ-C-2122,Improvement,Critical,Resolved,Mobile,PROJ-D,user_13,dev_13,,11.1,10,4,0,,
PROJ-C-2123,Task,Medium,Closed,Backend,PROJ-B,user_18,dev_3,,50.3,3,2,0,Sprint 13,
PROJ-C-2124,Task,Medium,Done,Testing,PROJ-C,user_24,dev_11,,22.6,1,2,0,Sprint 24,flaky-test
PROJ-C-2125,Story,Medium,Resolved,API,PROJ-D,user_2,dev_11,13.0,98.5,4,2,0,Sprint 15,
PROJ-D-2126,Bug,Medium,Done,Testing,PROJ-D,user_16,dev_8,,13.0,2,1,0,,regression
PROJ-C-2127,Story,High,Resolved,Mobile,PROJ-A,user_1,dev_4,5.0,4.1,6,3,0,Sprint 6,frontend
PROJ-B-2128,Bug,Low,Done,Infra,PROJ-D,user_19,dev_10,,29.1,0,4,0,,regression
PROJ-D-2129,Bug,Low,Done,Testing,PROJ-C,user_9,dev_13,,11.4,0,1,0,,ux
PROJ-A-2130,Task,Low,Closed,Backend,PROJ-A,user_3,dev_13,,266.7,2,1,0,Sprint 9,
PROJ-C-2131,Story,Low,Done,Infra,PROJ-B,user_7,dev_3,8.0,98.9,0,2,0,Sprint 10,backend
PROJ-D-2132,Bug,Low,Done,Auth,PROJ-B,user_10,dev_13,,261.4,1,1,0,,ux
PROJ-C-2133,Bug,Medium,Resolved,API,PROJ-C,user_1,dev_6,,154.5,0,1,0,,performance
PROJ-B-2134,Task,High,Closed,API,PROJ-C,user_10,dev_8,,41.3,7,4,0,Sprint 9,
PROJ-C-2135,Bug,Medium,Resolved,Auth,PROJ-A,user_21,dev_13,,68.2,4,2,0,,backend
PROJ-D-2136,Improvement,Medium,Done,Auth,PROJ-A,user_9,dev_9,,35.5,2,2,0,,regression
PROJ-B-2137,Story,Medium,Resolved,Frontend,PROJ-C,user_15,dev_14,8.0,11.9,4,2,0,Sprint 18,performance
PROJ-C-2138,Story,Medium,Done,Auth,PROJ-C,user_15,dev_6,3.0,92.1,3,1,1,Sprint 9,backend
PROJ-A-2139,Story,Critical,Done,Database,PROJ-B,user_3,dev_5,21.0,9.9,6,3,1,Sprint 24,
PROJ-C-2140,Improvement,Medium,Done,Testing,PROJ-B,user_5,dev_12,,262.8,3,1,0,,performance
PROJ-C-2141,Bug,Low,Done,Auth,PROJ-B,user_9,dev_11,,5.1,1,2,0,,frontend
PROJ-B-2142,Task,Medium,Done,Database,PROJ-C,user_22,dev_2,,84.5,4,1,0,Sprint 18,
PROJ-C-2143,Story,Medium,Done,Auth,PROJ-D,user_9,dev_2,13.0,92.4,4,5,0,Sprint 9,tech-debt
PROJ-D-2144,Bug,High,Duplicate,Frontend,PROJ-C,user_23,dev_9,,21.6,5,3,0,,performance
PROJ-D-2145,Improvement,Medium,Won't Fix,Database,PROJ-C,user_7,dev_2,,77.5,0,3,0,,
PROJ-B-2146,Task,Low,Resolved,Testing,PROJ-B,user_24,dev_2,,1.3,1,1,0,Sprint 5,flaky-test
PROJ-D-2147,Task,Medium,Closed,Backend,PROJ-C,user_23,dev_3,,49.0,1,3,0,Sprint 13,
PROJ-A-2148,Improvement,Low,Resolved,Database,PROJ-A,user_12,dev_3,,217.3,0,1,0,,regression
PROJ-C-2149,Improvement,Medium,Done,Mobile,PROJ-C,user_9,dev_4,,15.5,3,4,0,,flaky-test
PROJ-B-2150,Task,Medium,Closed,Frontend,PROJ-C,user_6,dev_7,,44.8,5,6,0,Sprint 12,
PROJ-D-2151,Improvement,High,Done,Infra,PROJ-C,user_23,dev_9,,34.3,8,2,0,,flaky-test
PROJ-A-2152,Task,Medium,Done,Testing,PROJ-C,user_2,dev_2,,48.4,3,6,0,Sprint 9,
PROJ-A-2153,Task,Medium,Done,Database,PROJ-D,user_9,dev_4,,48.3,3,1,0,Sprint 19,backend
PROJ-B-2154,Story,Medium,Closed,Mobile,PROJ-C,user_17,dev_9,13.0,8.7,7,2,0,Sprint 20,security
PROJ-B-2155,Task,Medium,Done,Mobile,PROJ-A,user_1,dev_14,,15.2,1,4,0,Sprint 1,security
PROJ-D-2156,Bug,Low,Resolved,Testing,PROJ-A,user_19,dev_2,,275.5,1,1,1,,ux
PROJ-C-2157,Improvement,Critical,Won't Fix,Testing,PROJ-C,user_6,dev_10,,30.8,6,2,0,,
PROJ-A-2158,Improvement,Low,Done,Mobile,PROJ-B,user_5,dev_11,,348.5,2,1,0,,ux
PROJ-A-2159,Bug,High,Done,Auth,PROJ-D,user_2,dev_13,,29.6,4,5,0,,tech-debt
PROJ-B-2160,Improvement,Medium,Resolved,Mobile,PROJ-C,user_9,dev_1,,15.0,7,3,0,,security
PROJ-A-2161,Bug,Critical,Done,Auth,PROJ-C,user_14,dev_10,,12.9,10,9,0,,backend
PROJ-B-2162,Bug,High,Won't Fix,Infra,PROJ-C,user_4,dev_8,,4.2,5,4,0,,ux
PROJ-C-2163,Task,Medium,Won't Fix,Frontend,PROJ-B,user_4,dev_9,,40.7,4,1,0,Sprint 11,backend
PROJ-B-2164,Bug,Critical,Done,API,PROJ-B,user_21,dev_7,,0.5,8,7,0,,performance
PROJ-C-2165,Improvement,Medium,Done,Auth,PROJ-B,user_15,dev_8,,154.8,6,2,0,,tech-debt
PROJ-D-2166,Improvement,Low,Duplicate,Mobile,PROJ-D,user_8,,,268.7,1,1,0,,
